Compiled_by,Database_ID,Species,Sex,Site,State,Country,Year,Diagnostic,Individuals,Indivs_positive,Collector_source,Orig_database,Disease_status,Accuracy,Latitude,Longitude,Dead_or_sick
RichardRetallick,279,Pseudophryne pengilleyi,Male,Ginini East,ACT,Australia,1998,Histology,1,0,D. Hunter,D. Mendez,no result,acceptable,-35.52287,148.78003,not noted
RichardRetallick,280,Pseudophryne pengilleyi,Male,Rolling Gound Gap,NSW,Australia,1998,Histology,1,0,D. Hunter,D. Mendez,no result,acceptable,-35.61489,148.77545,not noted
RichardRetallick,281,Pseudophryne pengilleyi,Male,Warogong Fire Trail,NSW,Australia,1998,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-35.52615,148.39301,not noted
RichardRetallick,282,Pseudophryne pengilleyi,Male,Warogong Fire Trail,NSW,Australia,1998,Histology,1,0,D. Hunter,D. Mendez,no result,acceptable,-35.52615,148.39301,not noted
RichardRetallick,283,Pseudophryne pengilleyi,Male,Warogong Fire Trail,NSW,Australia,1998,Histology,1,0,D. Hunter,D. Mendez,no result,acceptable,-35.52615,148.39301,not noted
RichardRetallick,284,Pseudophryne corroboree,Male,Ogilives A,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.0345,148.32421,not noted
RichardRetallick,285,Pseudophryne corroboree,Male,Ogilives A,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.0345,148.32421,not noted
RichardRetallick,286,Pseudophryne corroboree,Male,Ogilives B,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.0227,148.33178,not noted
RichardRetallick,287,Pseudophryne corroboree,Male,Ogilives B,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.0227,148.33178,not noted
RichardRetallick,288,Pseudophryne corroboree,Male,Ogilives B,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.0227,148.33178,not noted
RichardRetallick,289,Pseudophryne corroboree,Male,Snakey Plain,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,no result,acceptable,-36.09582,148.2386,not noted
RichardRetallick,290,Pseudophryne corroboree,Male,Snakey Plain,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.09582,148.2386,not noted
RichardRetallick,291,Pseudophryne corroboree,Male,Snakey Plain,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,no result,acceptable,-36.09582,148.2386,not noted
RichardRetallick,292,Pseudophryne corroboree,Male,Snakey Plain,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.09582,148.2386,not noted
RichardRetallick,293,Pseudophryne corroboree,Male,Snakey Plain,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,no result,acceptable,-36.09582,148.2386,not noted
RichardRetallick,294,Pseudophryne corroboree,Male,Snakey Plain,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.09582,148.2386,not noted
RichardRetallick,295,Pseudophryne corroboree,Male,Snakey Plain,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.09582,148.2386,not noted
RichardRetallick,296,Pseudophryne corroboree,Male,Snakey Plain,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.09582,148.2386,not noted
RichardRetallick,297,Pseudophryne corroboree,Male,Snakey Plain,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.09582,148.2386,not noted
RichardRetallick,298,Pseudophryne corroboree,Male,Snakey Plain,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.09582,148.2386,not noted
RichardRetallick,299,Pseudophryne corroboree,Male,Snakey Plain,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.09582,148.2386,not noted
RichardRetallick,300,Pseudophryne corroboree,Male,Snakey Plain,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.09582,148.2386,not noted
RichardRetallick,301,Pseudophryne corroboree,Male,Snakey Plain,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.09582,148.2386,not noted
RichardRetallick,302,Pseudophryne corroboree,Male,Snakey Plain,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.09582,148.2386,not noted
RichardRetallick,303,Pseudophryne corroboree,Male,Snakey Plain,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.09582,148.2386,not noted
RichardRetallick,304,Pseudophryne corroboree,Male,Snakey Plain,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.09582,148.2386,not noted
RichardRetallick,305,Pseudophryne corroboree,Male,Snakey Plain,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,no result,acceptable,-36.09582,148.2386,not noted
RichardRetallick,306,Pseudophryne corroboree,Male,Upper Snakey,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.10216,148.23537,not noted
RichardRetallick,307,Pseudophryne corroboree,Male,Upper Snakey,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.10216,148.23537,not noted
RichardRetallick,308,Pseudophryne corroboree,Male,Upper Snakey,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.10216,148.23537,not noted
RichardRetallick,309,Pseudophryne corroboree,not recorded,Upper Snakey,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.10216,148.23537,not noted
RichardRetallick,310,Pseudophryne corroboree,Male,Upper Snakey,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.10216,148.23537,not noted
RichardRetallick,311,Pseudophryne corroboree,Male,Upper Snakey,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.10216,148.23537,not noted
RichardRetallick,312,Pseudophryne corroboree,Male,Upper Snakey,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,no result,acceptable,-36.10216,148.23537,not noted
RichardRetallick,313,Pseudophryne corroboree,not recorded,Upper Snakey,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,no result,acceptable,-36.10216,148.23537,not noted
RichardRetallick,314,Pseudophryne corroboree,Male,Upper Snakey,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,no result,acceptable,-36.10216,148.23537,not noted
RichardRetallick,315,Pseudophryne pengilleyi,Male,Broken Cart Fire Trail,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-35.46411,148.59801,not noted
RichardRetallick,316,Pseudophryne pengilleyi,Male,Broken Cart Fire Trail,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-35.46411,148.59801,not noted
RichardRetallick,317,Pseudophryne pengilleyi,Male,Broken Cart Fire Trail,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-35.46411,148.59801,not noted
RichardRetallick,318,Pseudophryne pengilleyi,Male,Broken Cart Fire Trail,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-35.46411,148.59801,not noted
RichardRetallick,319,Pseudophryne pengilleyi,Male,Broken Cart Fire Trail,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-35.46411,148.59801,not noted
RichardRetallick,320,Pseudophryne pengilleyi,Male,Broken Cart Fire Trail,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,no result,acceptable,-35.46411,148.59801,not noted
RichardRetallick,321,Pseudophryne pengilleyi,Male,Broken Cart Fire Trail,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-35.46411,148.59801,not noted
RichardRetallick,322,Pseudophryne pengilleyi,Male,Broken Cart Fire Trail,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-35.46411,148.59801,not noted
RichardRetallick,323,Pseudophryne pengilleyi,Male,Broken Cart Fire Trail,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,no result,acceptable,-35.46411,148.59801,not noted
RichardRetallick,324,Pseudophryne pengilleyi,Male,Broken Cart Fire Trail,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,no result,acceptable,-35.46411,148.59801,not noted
RichardRetallick,325,Pseudophryne pengilleyi,Male,Broken Cart Fire Trail,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,no result,acceptable,-35.46411,148.59801,not noted
RichardRetallick,326,Pseudophryne pengilleyi,Male,Broken Cart Fire Trail,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,no result,acceptable,-35.46411,148.59801,not noted
RichardRetallick,327,Pseudophryne pengilleyi,Male,Broken Cart Fire Trail,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,no result,acceptable,-35.46411,148.59801,not noted
RichardRetallick,328,Pseudophryne pengilleyi,Male,Devils Peak,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-35.2715,148.82948,not noted
RichardRetallick,329,Pseudophryne pengilleyi,Male,Devils Peak,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-35.2715,148.82948,not noted
RichardRetallick,330,Pseudophryne pengilleyi,Male,Devils Peak,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-35.2715,148.82948,not noted
RichardRetallick,331,Pseudophryne pengilleyi,Male,Devils Peak,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,no result,acceptable,-35.2715,148.82948,not noted
RichardRetallick,332,Pseudophryne pengilleyi,Male,Devils Peak,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,no result,acceptable,-35.2715,148.82948,not noted
RichardRetallick,333,Pseudophryne pengilleyi,Male,Ginini East,ACT,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-35.52287,148.78003,not noted
RichardRetallick,334,Pseudophryne pengilleyi,Male,Ginini North,ACT,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-35.5201,148.78438,not noted
RichardRetallick,335,Pseudophryne pengilleyi,Male,Ginini North,ACT,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-35.5201,148.78438,not noted
RichardRetallick,336,Pseudophryne pengilleyi,Male,Ginini North,ACT,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-35.5201,148.78438,not noted
RichardRetallick,337,Pseudophryne pengilleyi,Male,Ginini North,ACT,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,no result,acceptable,-35.5201,148.78438,not noted
RichardRetallick,338,Pseudophryne pengilleyi,Male,Ginini North,ACT,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,no result,acceptable,-35.5201,148.78438,not noted
RichardRetallick,339,Pseudophryne pengilleyi,Male,Pabral Road,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-35.29975,148.80922,not noted
RichardRetallick,340,Pseudophryne pengilleyi,Male,Pabral Road,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-35.29975,148.80922,not noted
RichardRetallick,341,Pseudophryne pengilleyi,Male,Pabral Road,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-35.29975,148.80922,not noted
RichardRetallick,342,Pseudophryne pengilleyi,Male,Pabral Road,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,no result,acceptable,-35.29975,148.80922,not noted
RichardRetallick,343,Pseudophryne pengilleyi,Male,Pabral Road,NSW,Australia,1999,Histology,1,0,D. Hunter,D. Mendez,no result,acceptable,-35.29975,148.80922,not noted
RichardRetallick,344,Pseudophryne corroboree,Male,Ogilives A,NSW,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.0345,148.32421,not noted
RichardRetallick,345,Pseudophryne corroboree,Male,Ogilives A,NSW,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.0345,148.32421,not noted
RichardRetallick,346,Pseudophryne corroboree,Male,Ogilives B,NSW,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.0227,148.33178,not noted
RichardRetallick,347,Pseudophryne corroboree,not recorded,Ogilives B,NSW,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.0227,148.33178,not noted
RichardRetallick,348,Pseudophryne corroboree,Male,Ogilives B,NSW,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.0227,148.33178,not noted
RichardRetallick,349,Pseudophryne corroboree,Male,Ogilives B,NSW,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.0227,148.33178,not noted
RichardRetallick,350,Pseudophryne corroboree,Male,Snakey Plain,NSW,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.09582,148.2386,not noted
RichardRetallick,351,Pseudophryne corroboree,Male,Snakey Plain,NSW,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.09582,148.2386,not noted
RichardRetallick,352,Pseudophryne corroboree,Male,Snakey Plain,NSW,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.09582,148.2386,not noted
RichardRetallick,353,Pseudophryne corroboree,Male,Snakey Plain,NSW,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.09582,148.2386,not noted
RichardRetallick,354,Pseudophryne corroboree,Male,Snakey Plain,NSW,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.09582,148.2386,not noted
RichardRetallick,355,Pseudophryne corroboree,not recorded,Snakey Plain,NSW,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.09582,148.2386,not noted
RichardRetallick,356,Pseudophryne corroboree,Male,Snakey Plain,NSW,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.09582,148.2386,not noted
RichardRetallick,357,Pseudophryne corroboree,Male,Snakey Plain,NSW,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.09582,148.2386,not noted
RichardRetallick,358,Pseudophryne corroboree,Male,Snakey Plain,NSW,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,no result,acceptable,-36.09582,148.2386,not noted
RichardRetallick,359,Pseudophryne corroboree,Male,Snakey Plain,NSW,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.09582,148.2386,not noted
RichardRetallick,360,Pseudophryne corroboree,Male,Snakey Plain,NSW,Australia,2000,Histology,1,1,D. Hunter,D. Mendez,positive,acceptable,-36.09582,148.2386,not noted
RichardRetallick,361,Pseudophryne corroboree,Male,Snakey Plain,NSW,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.09582,148.2386,not noted
RichardRetallick,362,Pseudophryne corroboree,Male,Snakey Plain,NSW,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.09582,148.2386,not noted
RichardRetallick,363,Pseudophryne corroboree,Male,Snakey Plain,NSW,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.09582,148.2386,not noted
RichardRetallick,364,Pseudophryne corroboree,Male,Snakey Plain,NSW,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.09582,148.2386,not noted
RichardRetallick,365,Pseudophryne corroboree,Male,Snakey Plain,NSW,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.09582,148.2386,not noted
RichardRetallick,366,Pseudophryne corroboree,Male,Snakey Plain,NSW,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.09582,148.2386,not noted
RichardRetallick,367,Pseudophryne corroboree,Male,Snakey Plain,NSW,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.09582,148.2386,not noted
RichardRetallick,368,Pseudophryne corroboree,Male,Snakey Plain,NSW,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,no result,acceptable,-36.09582,148.2386,not noted
RichardRetallick,369,Pseudophryne corroboree,Male,Upper Snakey,NSW,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.10216,148.23537,not noted
RichardRetallick,370,Pseudophryne corroboree,Male,Upper Snakey,NSW,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.10216,148.23537,not noted
RichardRetallick,371,Pseudophryne corroboree,Male,Upper Snakey,NSW,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.10216,148.23537,not noted
RichardRetallick,372,Pseudophryne corroboree,Male,Upper Snakey,NSW,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.10216,148.23537,not noted
RichardRetallick,373,Pseudophryne corroboree,Male,Upper Snakey,NSW,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.10216,148.23537,not noted
RichardRetallick,374,Pseudophryne corroboree,Male,Upper Snakey,NSW,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.10216,148.23537,not noted
RichardRetallick,375,Pseudophryne corroboree,Male,Upper Snakey,NSW,Australia,2000,Histology,1,1,D. Hunter,D. Mendez,positive,acceptable,-36.10216,148.23537,not noted
RichardRetallick,376,Pseudophryne corroboree,Male,Upper Snakey,NSW,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-36.10216,148.23537,not noted
RichardRetallick,377,Pseudophryne corroboree,Male,Upper Snakey,NSW,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,no result,acceptable,-36.10216,148.23537,not noted
RichardRetallick,378,Pseudophryne corroboree,Male,Upper Snakey,NSW,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,no result,acceptable,-36.10216,148.23537,not noted
RichardRetallick,379,Pseudophryne pengilleyi,Male,Black Fellows Gap,ACT,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-35.60145,148.76963,not noted
RichardRetallick,380,Pseudophryne pengilleyi,Male,Black Fellows Gap,ACT,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-35.60145,148.76963,not noted
RichardRetallick,381,Pseudophryne pengilleyi,Male,Black Fellows Gap,ACT,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-35.60145,148.76963,not noted
RichardRetallick,382,Pseudophryne pengilleyi,Male,Black Fellows Gap,ACT,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-35.60145,148.76963,not noted
RichardRetallick,383,Pseudophryne pengilleyi,Male,Black Fellows Gap,ACT,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-35.60145,148.76963,not noted
RichardRetallick,384,Pseudophryne pengilleyi,Male,Black Fellows Gap,ACT,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-35.60145,148.76963,not noted
RichardRetallick,385,Pseudophryne pengilleyi,Male,Black Fellows Gap,ACT,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,negative,acceptable,-35.60145,148.76963,not noted
RichardRetallick,386,Pseudophryne pengilleyi,Male,Black Fellows Gap,ACT,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,no result,acceptable,-35.60145,148.76963,not noted
RichardRetallick,387,Pseudophryne pengilleyi,Male,Black Fellows Gap,ACT,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,no result,acceptable,-35.60145,148.76963,not noted
RichardRetallick,388,Pseudophryne pengilleyi,Male,Black Fellows Gap,ACT,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,no result,acceptable,-35.60145,148.76963,not noted
RichardRetallick,389,Pseudophryne pengilleyi,Male,Black Fellows Gap,ACT,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,no result,acceptable,-35.60145,148.76963,not noted
RichardRetallick,390,Pseudophryne pengilleyi,Male,Black Fellows Gap,ACT,Australia,2000,Histology,1,0,D. Hunter,D. Mendez,no result,acceptable,-35.60145,148.76963,not noted
RichardRetallick,391,Mixophyes fleayi,not recorded,"Dalrymple Creek, upstream from Manna Gum campground to first major junction (and falls), Main Range National Park (formerly Goomburra Forest Reserve), south-east Queensland.",QLD,Australia,2000,Histology,1,0,H. Hines,D. Mendez,negative,acceptable,-27.98575,152.35833,not noted
RichardRetallick,392,Litoria pearsoniana,not recorded,"Branch of Three Moon Creek, Kroombit Tops National Park, south-west of Gladstone, south-east Queensland.",QLD,Australia,1999,Histology,1,0,H. Hines,D. Mendez,negative,acceptable,-24.4141,151.03248,not noted
RichardRetallick,393,Litoria pearsoniana,not recorded,"Branch of Three Moon Creek, Kroombit Tops National Park, south-west of Gladstone, south-east Queensland.",QLD,Australia,1999,Histology,1,0,H. Hines,D. Mendez,negative,acceptable,-24.4141,151.03248,not noted
RichardRetallick,394,Litoria pearsoniana,not recorded,"Branch of Three Moon Creek, Kroombit Tops National Park, south-west of Gladstone, south-east Queensland.",QLD,Australia,1999,Histology,1,0,H. Hines,D. Mendez,negative,acceptable,-24.4141,151.03248,not noted
RichardRetallick,395,Litoria pearsoniana,not recorded,"Branch of Three Moon Creek, Kroombit Tops National Park, south-west of Gladstone, south-east Queensland.",QLD,Australia,1999,Histology,1,0,H. Hines,D. Mendez,negative,acceptable,-24.4141,151.03248,not noted
RichardRetallick,396,Litoria pearsoniana,not recorded,"Branch of Three Moon Creek, Kroombit Tops National Park, south-west of Gladstone, south-east Queensland.",QLD,Australia,1999,Histology,1,0,H. Hines,D. Mendez,no result,acceptable,-24.4141,151.03248,not noted
RichardRetallick,397,Litoria chloris,not recorded,missing data,missing data,Australia,-9999,Histology,1,0,H. Hines,D. Mendez,negative,unacceptable,-9999,-9999,not noted
RichardRetallick,398,Rhinella marina,not recorded,"Middle Creek, Cordalba State Forest, north of Childers, south-east Queensland.",QLD,Australia,1998,Histology,1,0,H. Hines,D. Mendez,negative,acceptable,-25.16558,152.16613,not noted
RichardRetallick,399,Mixophyes fleayi,not recorded,"Gap Creek West, about 1km west of Cunninghams Gap, Main Range National Park, south-east Queensland.",QLD,Australia,1999,Histology,1,0,H. Hines,D. Mendez,negative,acceptable,-28.05085,152.38236,not noted
RichardRetallick,400,Adelotus brevis,not recorded,"Head of Cedar Creek, Bulburin State Forest, east of Builyan, south-east Queensland.",QLD,Australia,1998,Histology,1,0,H. Hines,D. Mendez,negative,acceptable,-24.57761,151.49948,not noted
RichardRetallick,401,Litoria caerulea,not recorded,"Middle Creek, Cordalba State Forest, north of Childers, south-east Queensland.",QLD,Australia,1998,Histology,1,0,H. Hines,D. Mendez,negative,acceptable,-25.16558,152.16613,not noted
RichardRetallick,402,Litoria wilcoxii,not recorded,Quarry in the Sandy Creek area,QLD,Australia,1998,Histology,1,0,H. Hines,D. Mendez,negative,acceptable,-25.15334,152.15335,not noted
RichardRetallick,403,Litoria peronii,not recorded,missing data,missing data,Australia,-9999,Histology,1,0,H. Hines,D. Mendez,negative,unacceptable,-9999,-9999,not noted
RichardRetallick,404,Litoria wilcoxii,not recorded,Quarry in the Sandy Creek area,QLD,Australia,1998,Histology,1,0,H. Hines,D. Mendez,negative,acceptable,-25.15334,152.15335,not noted
RichardRetallick,405,Litoria peronii,not recorded,missing data,missing data,Australia,-9999,Histology,1,0,H. Hines,D. Mendez,no result,unacceptable,-9999,-9999,not noted
RichardRetallick,406,Crinia parinsignifera,not recorded,"Middle Creek, Cordalba State Forest, north of Childers, south-east Queensland.",QLD,Australia,1998,Histology,1,0,H. Hines,D. Mendez,negative,acceptable,-25.16558,152.16613,not noted
RichardRetallick,407,Adelotus brevis,not recorded,"Eastern branch of the head of Boyne River, Bulburin State Forest, east of Builyan, south-east Queensland",QLD,Australia,1998,Histology,1,0,H. Hines,D. Mendez,negative,acceptable,-24.51966,151.49763,not noted
RichardRetallick,408,Limnodynastes peronii,not recorded,"Old borrow pit or billabong beside Sandy Creek, Cordalba State Forest, south-east Queensland.",QLD,Australia,1998,Histology,1,0,H. Hines,D. Mendez,negative,acceptable,-25.151,152.15482,not noted
RichardRetallick,409,Litoria peronii,not recorded,missing data,missing data,Australia,-9999,Histology,1,0,H. Hines,D. Mendez,negative,unacceptable,-9999,-9999,not noted
RichardRetallick,410,Litoria brevipalmata,not recorded,missing data,missing data,Australia,-9999,Histology,1,0,H. Hines,D. Mendez,negative,unacceptable,-9999,-9999,not noted
RichardRetallick,411,Litoria peronii,not recorded,missing data,missing data,Australia,-9999,Histology,1,0,H. Hines,D. Mendez,negative,unacceptable,-9999,-9999,not noted
RichardRetallick,412,Litoria brevipalmata,not recorded,"Middle Creek, Cordalba State Forest, north of Childers, south-east Queensland.",QLD,Australia,1998,Histology,1,0,H. Hines,D. Mendez,negative,acceptable,-25.16558,152.16613,not noted
RichardRetallick,413,Litoria rubella,not recorded,"Quarry in the Sandy Creek area, Cordalba State Forest, south-east Queensland.",QLD,Australia,1998,Histology,1,0,H. Hines,D. Mendez,negative,acceptable,-25.15334,152.15335,not noted
RichardRetallick,414,Litoria brevipes,not recorded,"Ephemeral pond, 5.5km north along Main Green Swamp Road from Lake Claredon Road, Moretonvale, south-east Queensland.",QLD,Australia,1999,Histology,1,0,H. Hines,D. Mendez,negative,acceptable,-27.46851,152.3654,not noted
RichardRetallick,415,Adelotus brevis,not recorded,"Eastern branch of the head of Boyne River, Bulburin State Forest, east of Builyan, south-east Queensland",QLD,Australia,1998,Histology,1,0,H. Hines,D. Mendez,negative,acceptable,-24.51966,151.49763,not noted
RichardRetallick,416,Litoria fallax,not recorded,"Old borrow pit or billabong beside Sandy Creek, Cordalba State Forest, south-east Queensland.",QLD,Australia,1998,Histology,1,0,H. Hines,D. Mendez,negative,acceptable,-25.151,152.15482,not noted
RichardRetallick,417,unknown,not recorded,missing data,missing data,Australia,-9999,Histology,1,0,H. Hines,D. Mendez,negative,unacceptable,-9999,-9999,not noted
RichardRetallick,418,Adelotus brevis,not recorded,"Eastern branch of the head of Boyne River, Bulburin State Forest, east of Builyan, south-east Queensland",QLD,Australia,1998,Histology,1,0,H. Hines,D. Mendez,negative,acceptable,-24.51966,151.49763,not noted
RichardRetallick,419,Litoria brevipalmata,not recorded,missing data,missing data,Australia,-9999,Histology,1,0,H. Hines,D. Mendez,negative,unacceptable,-9999,-9999,not noted
RichardRetallick,420,Mixophyes fasciolatus,not recorded,missing data,missing data,Australia,-9999,Histology,1,0,H. Hines,D. Mendez,negative,unacceptable,-9999,-9999,not noted
RichardRetallick,421,Limnodynastes fletcheri,not recorded,missing data,missing data,Australia,-9999,Histology,1,0,H. Hines,D. Mendez,negative,unacceptable,-9999,-9999,not noted
RichardRetallick,422,Litoria chloris,not recorded,"Gap Creek West, about 1km west of Cunninghams Gap, Main Range National Park, south-east Queensland.",QLD,Australia,1999,Histology,1,1,H. Hines,D. Mendez,positive,acceptable,-28.05085,152.38236,not noted
RichardRetallick,423,Mixophyes fleayi,not recorded,"Gap Creek West, about 1km west of Cunninghams Gap, Main Range National Park, south-east Queensland.",QLD,Australia,1999,Histology,1,0,H. Hines,D. Mendez,negative,acceptable,-28.05085,152.38236,not noted
RichardRetallick,424,Litoria brevipalmata,not recorded,missing data,missing data,Australia,-9999,Histology,1,0,H. Hines,D. Mendez,no result,unacceptable,-9999,-9999,not noted
